Generator,Label,Image_Path,Caption_ID,Full_Text,Min_Prob,Avg_Prob,Word_Prob_Details
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/362_adm_85.PNG,7,taken in a photo of a young badger is investigating a mouse,0.0103,0.3359,taken(0.02) | in(0.33) | a(0.48) | photo(0.02) | of(0.23) | a(1.00) | young(0.04) | badger(1.00) | is(0.01) | investigating(0.01) | a(0.21) | mouse(0.05) | [SEP](0.96)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/362_adm_85.PNG,8,zebra - like animal is a young cub with short brown tail,0.01,0.2084,zebra(0.02) | -(0.08) | like(0.81) | animal(0.63) | is(0.07) | a(0.01) | young(0.04) | cub(0.03) | with(0.12) | short(0.01) | brown(0.04) | tail(0.01) | [SEP](0.84)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/362_adm_85.PNG,9,underside end of badger looking in to ground,0.0216,0.2007,underside(0.02) | end(0.03) | of(0.93) | badger(0.18) | looking(0.17) | in(0.02) | to(0.07) | ground(0.06) | [SEP](0.33)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/362_adm_85.PNG,10,portrait of a badger standing outside on a rock next to the woods,0.0195,0.4151,portrait(0.02) | of(0.97) | a(0.88) | badger(0.71) | standing(0.06) | outside(0.04) | on(0.22) | a(0.44) | rock(0.33) | next(0.04) | to(1.00) | the(0.04) | woods(0.05) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,1,smiling yellow boat in the middle of a canal with a roof over it's head,0.0191,0.4362,smiling(0.02) | yellow(0.81) | boat(0.55) | in(0.19) | the(0.30) | middle(0.15) | of(1.00) | a(0.43) | canal(0.02) | with(0.53) | a(0.38) | roof(0.02) | over(0.23) | it(0.72) | '(0.12) | s(1.00) | head(0.38) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,2,bright yellow boats parked in a body of water next to each other,0.0111,0.5186,bright(0.02) | yellow(1.00) | boats(0.01) | parked(0.10) | in(0.48) | a(0.35) | body(0.15) | of(1.00) | water(1.00) | next(0.10) | to(1.00) | each(0.05) | other(1.00) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,3,duck boat floating in the water with a tent on the roof,0.0215,0.4109,duck(0.02) | boat(0.62) | floating(0.03) | in(0.52) | the(0.31) | water(0.88) | with(0.48) | a(0.44) | tent(0.10) | on(0.50) | the(0.11) | roof(0.32) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,4,someone riding a yellow boat in the water with it's cover on the front,0.0079,0.4326,someone(0.02) | riding(0.01) | a(0.34) | yellow(0.56) | boat(0.59) | in(0.34) | the(0.63) | water(0.76) | with(0.37) | it(0.04) | '(1.00) | s(1.00) | cover(0.16) | on(0.42) | the(0.07) | front(0.18) | [SEP](0.86)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,5,there is a yellow water craft sitting in the water on a dock,0.0393,0.5036,there(0.04) | is(0.92) | a(1.00) | yellow(0.72) | water(0.11) | craft(0.23) | sitting(0.10) | in(0.61) | the(0.82) | water(0.83) | on(0.12) | a(0.34) | dock(0.22) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,6,there is a small yellow boat floating on the water,0.0393,0.5643,there(0.04) | is(0.92) | a(1.00) | small(0.09) | yellow(0.79) | boat(0.89) | floating(0.11) | on(0.45) | the(0.45) | water(0.97) | [SEP](0.51)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,7,there is a yellow boat sitting on water with two people watching,0.0156,0.4382,there(0.04) | is(0.92) | a(1.00) | yellow(0.72) | boat(0.71) | sitting(0.12) | on(0.36) | water(0.05) | with(0.35) | two(0.02) | people(0.66) | watching(0.02) | [SEP](0.75)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,8,bright yellow boat with cover pulled up to shore,0.0193,0.3194,bright(0.02) | yellow(1.00) | boat(0.51) | with(0.28) | cover(0.04) | pulled(0.06) | up(0.33) | to(0.43) | shore(0.44) | [SEP](0.08)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,9,brightly yellow motor boat sitting in muddy channel with trees and sky in background,0.0134,0.3434,brightly(0.03) | yellow(0.42) | motor(0.06) | boat(0.73) | sitting(0.13) | in(0.65) | muddy(0.01) | channel(0.01) | with(0.23) | trees(0.12) | and(0.12) | sky(0.17) | in(0.54) | background(0.93) | [SEP](1.00)
ADM,fake,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/ADM/1_fake/408_adm_7.PNG,10,docked yellow boat with awning on back in water area,0.019,0.3588,docked(0.02) | yellow(0.75) | boat(0.48) | with(0.44) | aw(0.04) | ##ning(1.00) | on(0.31) | back(0.02) | in(0.31) | water(0.24) | area(0.03) | [SEP](0.66)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,1,this phone machine is silver and blue with green button,0.032,0.2821,this(0.05) | phone(0.03) | machine(0.13) | is(0.59) | silver(0.06) | and(0.66) | blue(0.29) | with(0.51) | green(0.10) | button(0.03) | [SEP](0.66)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,2,electric automatic meter / bank / bank meter / coin machine / coin machine / money machine,0.0072,0.2201,electric(0.02) | automatic(0.04) | meter(0.01) | /(0.01) | bank(0.02) | /(0.11) | bank(0.06) | meter(0.05) | /(0.42) | coin(0.05) | machine(0.56) | /(0.36) | coin(0.08) | machine(0.39) | /(0.33) | money(0.04) | machine(0.77) | [SEP](0.65)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,3,electronic telephone booth with blue knob and metal telephone panel,0.0148,0.2374,electronic(0.03) | telephone(0.23) | booth(0.05) | with(0.69) | blue(0.06) | knob(0.01) | and(0.42) | metal(0.07) | telephone(0.02) | panel(0.05) | [SEP](0.97)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,4,blue phone on green and silver telephone box next to wall,0.0123,0.2628,blue(0.02) | phone(0.19) | on(0.10) | green(0.01) | and(0.05) | silver(0.49) | telephone(0.13) | box(0.20) | next(0.04) | to(1.00) | wall(0.04) | [SEP](0.88)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,5,closeup of an older fashioned phone next to a green phone,0.0126,0.3781,close(0.01) | ##up(0.34) | of(0.89) | an(0.16) | older(0.02) | fashioned(0.16) | phone(0.22) | next(0.01) | to(1.00) | a(0.76) | green(0.21) | phone(0.25) | [SEP](0.89)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,6,machine to install telephone with key lock on white background,0.0109,0.2475,machine(0.03) | to(0.18) | install(0.01) | telephone(0.13) | with(0.07) | key(0.08) | lock(0.04) | on(0.07) | white(0.12) | background(1.00) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,7,a chrome pay phone with a telephone on it is on display,0.0127,0.2957,a(0.13) | chrome(0.01) | pay(0.10) | phone(0.54) | with(0.50) | a(0.62) | telephone(0.05) | on(0.15) | it(0.18) | is(0.04) | on(0.12) | display(0.40) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,8,a close up of a machine for holding a telephone to a telephone,0.0097,0.395,a(0.13) | close(0.24) | up(0.92) | of(1.00) | a(0.81) | machine(0.07) | for(0.04) | holding(0.01) | a(0.57) | telephone(0.41) | to(0.12) | a(0.48) | telephone(0.13) | [SEP](0.59)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,9,a close up of a metal machine on a white background,0.0588,0.5733,a(0.13) | close(0.24) | up(0.92) | of(1.00) | a(0.81) | metal(0.08) | machine(0.06) | on(0.09) | a(0.84) | white(0.96) | background(0.75) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/707--n03902125_5706.png,10,this is a telephone telephone receiver that is attached to a receiver,0.0078,0.4042,this(0.05) | is(0.88) | a(0.60) | telephone(0.10) | telephone(0.01) | receiver(0.01) | that(0.09) | is(0.67) | attached(0.15) | to(1.00) | a(0.68) | receiver(0.01) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,1,driver of the car with the trunk smashed open in the street,0.017,0.2467,driver(0.02) | of(0.38) | the(0.08) | car(0.19) | with(0.02) | the(0.42) | trunk(0.02) | smashed(0.10) | open(0.02) | in(0.07) | the(0.41) | street(0.48) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,2,these are a lot of things in the road,0.0218,0.2303,these(0.02) | are(0.35) | a(0.16) | lot(0.02) | of(1.00) | things(0.07) | in(0.09) | the(0.48) | road(0.03) | [SEP](0.07)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,3,burnt red van parked on a road next to a traffic sign and another car in the street,0.0183,0.3704,burnt(0.02) | red(0.42) | van(0.49) | parked(0.10) | on(0.47) | a(0.14) | road(0.07) | next(0.23) | to(1.00) | a(0.88) | traffic(0.12) | sign(0.64) | and(0.08) | another(0.02) | car(0.32) | in(0.07) | the(0.67) | street(0.36) | [SEP](0.94)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,4,somebody can take a picture of the side of a car which's still sitting in the middle of the street,0.0089,0.4115,somebody(0.02) | can(0.03) | take(0.01) | a(0.28) | picture(0.60) | of(0.98) | the(0.33) | side(0.02) | of(1.00) | a(0.33) | car(0.23) | which(0.02) | '(0.01) | s(1.00) | still(0.01) | sitting(0.02) | in(0.36) | the(0.81) | middle(0.16) | of(1.00) | the(0.86) | street(0.43) | [SEP](0.97)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,5,crashed red mini van in road and trash on curb,0.0103,0.1476,crashed(0.02) | red(0.51) | mini(0.21) | van(0.12) | in(0.09) | road(0.03) | and(0.01) | trash(0.01) | on(0.19) | curb(0.09) | [SEP](0.34)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,6,damaged red van with its door open sitting on the side of the road,0.019,0.5441,damaged(0.02) | red(0.52) | van(0.54) | with(0.17) | its(0.10) | door(0.37) | open(0.94) | sitting(0.15) | on(0.55) | the(0.68) | side(0.75) | of(1.00) | the(0.66) | road(0.74) | [SEP](0.98)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,7,trees near a red van on a street with a road sign,0.0183,0.3732,trees(0.02) | near(0.03) | a(0.46) | red(0.28) | van(0.68) | on(0.16) | a(0.37) | street(0.43) | with(0.43) | a(0.59) | road(0.02) | sign(0.92) | [SEP](0.46)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,8,motorcycle and car collided together on the side of a city street,0.0184,0.4374,motorcycle(0.02) | and(0.19) | car(0.54) | collided(0.05) | together(0.06) | on(0.50) | the(0.37) | side(0.64) | of(1.00) | a(0.30) | city(0.10) | street(0.91) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,9,accident of a red van sitting at a roadside intersection with no injuries in the front,0.011,0.2558,accident(0.02) | of(0.04) | a(0.68) | red(0.46) | van(0.56) | sitting(0.03) | at(0.05) | a(0.35) | roadside(0.02) | intersection(0.09) | with(0.32) | no(0.02) | injuries(0.01) | in(0.03) | the(0.40) | front(0.42) | [SEP](0.84)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/656--n03770679_27239.png,10,wreck - wrecked red van in the middle of the street with a fire hose laying next to it,0.0107,0.3808,wreck(0.02) | -(0.02) | wrecked(0.04) | red(0.44) | van(0.54) | in(0.11) | the(0.15) | middle(0.58) | of(1.00) | the(0.29) | street(0.55) | with(0.26) | a(0.28) | fire(0.15) | hose(0.32) | laying(0.01) | next(0.05) | to(1.00) | it(0.81) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,1,"tomatoes, corn, corn on the cob and lobster on a white plate",0.0218,0.6012,"tomatoes(0.02) | ,(0.32) | corn(0.97) | ,(0.48) | corn(0.13) | on(0.39) | the(0.86) | co(1.00) | ##b(1.00) | and(0.49) | lobster(0.57) | on(0.48) | a(0.87) | white(0.19) | plate(0.92) | [SEP](0.91)"
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,2,seafood lobster sitting on white plate next to corn on a white table,0.0157,0.4159,seafood(0.02) | lobster(0.02) | sitting(0.10) | on(1.00) | white(0.08) | plate(0.85) | next(0.11) | to(1.00) | corn(0.81) | on(0.56) | a(0.06) | white(0.08) | table(0.23) | [SEP](0.91)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,3,a reflective image of a lobster sitting on a plate in front of a corn cob,0.02,0.5791,a(0.04) | reflective(0.02) | image(0.18) | of(1.00) | a(0.69) | lobster(0.82) | sitting(0.09) | on(1.00) | a(0.90) | plate(0.67) | in(0.04) | front(0.83) | of(1.00) | a(0.29) | corn(0.39) | co(0.56) | ##b(1.00) | [SEP](0.89)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,4,steamed lobster and corn are displayed on a plate for consumption,0.0269,0.4923,steamed(0.03) | lobster(1.00) | and(0.16) | corn(0.96) | are(0.06) | displayed(0.06) | on(0.96) | a(0.76) | plate(0.46) | for(0.03) | consumption(0.43) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,5,seafood is on the table ready to be eaten at the lobster shack,0.0241,0.3885,seafood(0.02) | is(0.12) | on(0.31) | the(0.18) | table(0.13) | ready(0.52) | to(0.88) | be(0.81) | eaten(0.61) | at(0.07) | the(0.53) | lobster(0.08) | shack(0.17) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,6,they are fresh lobsters are sitting on a white plate,0.0085,0.4934,they(0.03) | are(0.75) | fresh(0.01) | lobster(0.71) | ##s(0.87) | are(0.05) | sitting(0.07) | on(1.00) | a(0.76) | white(0.24) | plate(0.90) | [SEP](0.55)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,7,"plates of cooked lobsters, corn on the cob and corn on the cob are ready to be eaten",0.0193,0.6255,"plates(0.02) | of(0.50) | cooked(0.11) | lobster(0.94) | ##s(0.64) | ,(0.19) | corn(1.00) | on(0.14) | the(0.91) | co(1.00) | ##b(1.00) | and(0.52) | corn(0.27) | on(0.77) | the(1.00) | co(1.00) | ##b(1.00) | are(0.07) | ready(0.14) | to(0.85) | be(0.77) | eaten(0.55) | [SEP](1.00)"
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,8,a blurry photograph of a lobster on a plate on a table,0.023,0.6262,a(0.04) | blur(0.02) | ##ry(1.00) | photograph(0.11) | of(1.00) | a(0.78) | lobster(0.80) | on(0.36) | a(1.00) | plate(0.69) | on(0.13) | a(1.00) | table(0.95) | [SEP](0.89)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,9,arrall lobster on plate with corn on the cob and potato on the table,0.0084,0.4564,a(0.04) | ##rra(0.02) | ##ll(0.01) | lobster(0.49) | on(0.36) | plate(0.10) | with(0.55) | corn(0.82) | on(0.55) | the(0.51) | co(1.00) | ##b(1.00) | and(0.31) | potato(0.04) | on(0.47) | the(0.71) | table(0.23) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/122--n01983481_1814.png,10,seafood and corn are on a paper plate next to an open oven,0.0126,0.3985,seafood(0.02) | and(0.09) | corn(0.64) | are(0.14) | on(0.43) | a(0.71) | paper(0.15) | plate(1.00) | next(0.04) | to(1.00) | an(0.04) | open(0.30) | oven(0.01) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,1,statute of an ancient sculpture in a building with a domed ceiling,0.0195,0.3957,statute(0.02) | of(0.61) | an(0.04) | ancient(0.10) | sculpture(0.08) | in(0.43) | a(0.83) | building(0.22) | with(0.74) | a(0.44) | domed(0.02) | ceiling(0.69) | [SEP](0.92)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,2,decorative items in a church with a light in the corner,0.0102,0.3126,decorative(0.02) | items(0.01) | in(0.20) | a(0.66) | church(0.08) | with(0.46) | a(0.45) | light(0.01) | in(0.07) | the(0.81) | corner(0.02) | [SEP](0.96)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,3,several people are sitting in a church with a large statue,0.021,0.3115,several(0.02) | people(0.03) | are(0.32) | sitting(0.20) | in(0.21) | a(0.65) | church(0.11) | with(0.41) | a(0.37) | large(0.33) | statue(0.35) | [SEP](0.74)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,4,sculpture of three people around a table that is surrounded by a group of other statues,0.0208,0.3727,sculpture(0.03) | of(0.63) | three(0.14) | people(0.37) | around(0.03) | a(0.95) | table(0.06) | that(0.02) | is(0.42) | surrounded(0.11) | by(1.00) | a(0.07) | group(0.03) | of(1.00) | other(0.14) | statues(0.33) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,5,archway leading to a domed cathedral with sculptures and art works,0.008,0.25,archway(0.02) | leading(0.03) | to(0.61) | a(0.33) | domed(0.01) | cathedral(0.02) | with(0.71) | sculptures(0.09) | and(0.25) | art(0.01) | works(0.01) | [SEP](0.90)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,6,painting and sculptures inside of a room with many windows,0.0162,0.3306,painting(0.02) | and(0.03) | sculptures(0.31) | inside(0.10) | of(0.47) | a(0.75) | room(0.02) | with(0.66) | many(0.02) | windows(0.51) | [SEP](0.75)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,7,view of a statue in the middle of a building under a light,0.0099,0.4945,view(0.02) | of(0.97) | a(0.66) | statue(0.29) | in(0.31) | the(0.13) | middle(0.54) | of(1.00) | a(0.94) | building(0.22) | under(0.01) | a(0.87) | light(0.05) | [SEP](0.93)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,8,"painting of a statue inside of a building, with an ornate entrance",0.0081,0.3517,"painting(0.02) | of(0.54) | a(0.45) | statue(0.21) | inside(0.10) | of(0.55) | a(1.00) | building(0.58) | ,(0.04) | with(0.55) | an(0.03) | ornate(0.03) | entrance(0.01) | [SEP](0.83)"
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,9,"##ooooo cute, the statues in the museum are in good shape",0.0183,0.3176,"##oo(0.02) | ##oo(0.82) | ##o(0.09) | cute(0.03) | ,(0.08) | the(0.12) | statues(0.19) | in(0.09) | the(0.50) | museum(0.11) | are(0.73) | in(0.04) | good(0.11) | shape(0.88) | [SEP](0.96)"
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/884--n04523525_38039.png,10,decorative statue on display in ornate room with domed ceiling and windows,0.0109,0.3523,decorative(0.02) | statue(0.24) | on(0.03) | display(0.62) | in(0.71) | ornate(0.05) | room(0.15) | with(0.62) | domed(0.01) | ceiling(0.67) | and(0.24) | windows(0.23) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,1,a blue fountain with a black cap sits on a black surface,0.1143,0.462,a(0.39) | blue(0.28) | fountain(0.48) | with(0.16) | a(0.69) | black(0.22) | cap(0.16) | sits(0.11) | on(0.65) | a(0.77) | black(0.96) | surface(0.16) | [SEP](0.96)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,2,a close up of a fountain and a ballpoint pen laying on top of a cloth,0.0956,0.5716,a(0.39) | close(0.24) | up(1.00) | of(0.74) | a(0.49) | fountain(0.42) | and(0.40) | a(0.41) | ball(0.15) | ##point(0.87) | pen(1.00) | laying(0.10) | on(0.77) | top(0.20) | of(1.00) | a(0.89) | cloth(0.21) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,3,a photo showing the front of the sailor's stylus blue fountain and its pen,0.0113,0.3327,a(0.39) | photo(0.03) | showing(0.08) | the(0.64) | front(0.04) | of(0.49) | the(0.55) | sailor(0.49) | '(0.03) | s(1.00) | st(0.01) | ##ylus(0.61) | blue(0.09) | fountain(0.48) | and(0.09) | its(0.16) | pen(0.04) | [SEP](0.77)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,4,parker pen in blue on a black background,0.0137,0.4311,parker(0.01) | pen(0.12) | in(0.09) | blue(0.46) | on(0.05) | a(0.67) | black(0.94) | background(0.69) | [SEP](0.86)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,5,a close up of two fountain pens on a black surface,0.1883,0.6101,a(0.39) | close(0.24) | up(1.00) | of(0.74) | two(0.27) | fountain(0.47) | pens(1.00) | on(0.29) | a(0.86) | black(0.87) | surface(0.19) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,6,a close up of two fountain pens on a black cloth,0.2401,0.6341,a(0.39) | close(0.24) | up(1.00) | of(0.74) | two(0.27) | fountain(0.47) | pens(1.00) | on(0.29) | a(0.86) | black(0.87) | cloth(0.48) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,7,a blue ballpoint pen on top of a black cloth,0.0636,0.6045,a(0.39) | blue(0.28) | ball(0.07) | ##point(0.92) | pen(0.95) | on(0.06) | top(0.16) | of(1.00) | a(0.93) | black(0.98) | cloth(0.62) | [SEP](0.87)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,8,person's person fountain and a silver plated and blue rollerball pen,0.0102,0.3815,person(0.02) | '(0.10) | s(1.00) | person(0.09) | fountain(0.30) | and(0.09) | a(0.13) | silver(0.02) | plate(0.22) | ##d(1.00) | and(0.01) | blue(0.63) | roller(0.16) | ##ball(0.61) | pen(0.88) | [SEP](0.84)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,9,an image of two fountain pens are sitting on a cloth,0.0224,0.5207,an(0.02) | image(0.81) | of(0.91) | two(0.23) | fountain(0.46) | pens(1.00) | are(0.11) | sitting(0.27) | on(0.62) | a(0.70) | cloth(0.13) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/563--n03388183_9809.png,10,a pair of fountain pens that have been made by sailor fountain,0.0571,0.449,a(0.39) | pair(0.14) | of(1.00) | fountain(0.45) | pens(1.00) | that(0.06) | have(0.15) | been(0.83) | made(0.17) | by(0.13) | sailor(0.91) | fountain(0.09) | [SEP](0.51)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/56--n01734418_12631.png,1,##oooo close up of a snake in a tree with blurry background,0.0111,0.5763,##oo(0.02) | ##oo(0.63) | close(0.03) | up(0.61) | of(0.74) | a(0.90) | snake(0.74) | in(0.09) | a(0.88) | tree(0.96) | with(0.29) | blur(0.01) | ##ry(1.00) | background(0.74) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/56--n01734418_12631.png,2,##ool snake on a tree branch near green field in daytime,0.0194,0.3629,##ool(0.02) | snake(0.37) | on(0.34) | a(0.63) | tree(0.35) | branch(0.87) | near(0.03) | green(0.20) | field(0.07) | in(0.17) | daytime(0.29) | [SEP](1.00)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/56--n01734418_12631.png,3,black and white snake curled up in a tree branch against green,0.012,0.47,black(0.02) | and(0.96) | white(1.00) | snake(1.00) | curled(0.01) | up(0.38) | in(0.16) | a(0.61) | tree(0.95) | branch(0.62) | against(0.05) | green(0.26) | [SEP](0.08)
biggan,real,/home/liangpeng/LYK/dataset/AIGCDetect/AIGCDetect_testset/test/biggan/0_real/56--n01734418_12631.png,4,greenish green snake sitting on tree limb with leaves and branch,0.013,0.2772,greenish(0.02) | green(0.56) | snake(0.17) | sitting(0.16) | on(0.81) | tree(0.14) | limb(0.12) | with(0.52) | leaves(0.01) | and(0.26) | branch(0.02) | [SEP](0.52)
